"Tipo de Cáncer","Localización","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Vulva","Magdalena","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.3","0.3","0.2","0.2","0.3","0.2","0.3","0.3","0.3"
"Vulva","Meta","0","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.4","0.5","0.6","0.6","0.5","0.5","0.3","0.3","0.2","0.2","0.2","0.2","0.2","0.2","0.2"
"Vulva","Nariño","0","0","0","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.3","0.2","0.3","0.3","0.3","0.3","0.4","0.3","0.3","0.3","0.3"
"Vulva","Norte de Santander","0.3","0.3","0.3","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.2","0.2","0.3","0.3","0.4","0.5","0.5","0.4","0.4","0.4"
"Vulva","Putumayo","0","0","0","0","0.7","0.7","0.7","0.7","0.7","0","0","0","0","0","0","0","0.6","0.6","0.6","0.6","0.6","0.6","0.6"
"Vulva","Quindio","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.5","0.5","0.5","0.3","0.3"
"Vulva","Risaralda","0.2","0.2","0.2","0.2","0.4","0.4","0.4","0.6","0.6","0.4","0.4","0.4","0.4","0.3","0.4","0.4","0.4","0.4","0.5","0.4","0.4","0.4","0.4"
"Vulva","Santander","0.2","0.1","0.2","0.2","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.2","0.2","0.2","0.3","0.4","0.4","0.4","0.4","0.4","0.3","0.3","0.4"
"Vulva","Sucre","0","0","0","0","0","0","0.3","0.3","0.3","0.3","0.3","0.3","0","0","0","0","0","0","0.2","0.2","0.2","0.2","0.2"
"Vulva","Tolima","0.2","0.3","0.3","0.4","0.4","0.5","0.4","0.4","0.3","0.3","0.3","0.4","0.3","0.4","0.3","0.3","0.2","0.2","0.3","0.3","0.4","0.4","0.4"
"Vulva","Valle del Cauca","0.3","0.3","0.3","0.3","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.2","0.3","0.3","0.4","0.4","0.4","0.3","0.4","0.4","0.4","0.4","0.5"
"Vulva","Vaupés","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vulva","Vichada","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vagina","Amazonas","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vagina","Antioquia","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2"
"Vagina","Arauca","1","1","1","0","0","0","0","0.9","0.9","0.9","0.9","0.9","0","0","0","0","0","0","0","0","0","0","0"
"Vagina","Archipiélago de San Andrés. Providencia","0","0","0","0","2.9","2.9","2.9","2.9","2.9","0","0","0","0","0","0","2.6","2.6","2.6","2.6","2.6","2.6","2.6","2.6"
"Vagina","Atlántico","0.2","0.2","0.2","0.1","0.1","0.2","0.2","0.2","0.2","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.3","0.3","0.3","0.2","0.2","0.2","0.2"
"Vagina","Bogotá D.C","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.2"
"Vagina","Bolívar","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2"
"Vagina","Boyacá","0.3","0.3","0.3","0.2","0.2","0.2","0.2","0.2","0.3","0.3","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2"
"Vagina","Caldas","0","0","0","0.2","0.3","0.3","0.3","0.3","0.4","0.4","0.4","0.3","0.3","0.3","0.3","0.2","0.3","0.2","0.2","0.3","0.3","0.3","0.4"
"Vagina","Caquetá","0.5","0.5","0.5","0.5","0.5","0","0","0","0","0","0","0","0","0.4","0.4","0.4","0.4","0.4","0","0","0.4","0.4","0.4"
"Vagina","Casanare","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6","0.6","0.6","0.5","0.5","0.5"
"Vagina","Cauca","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0","0.1","0.1","0.1","0.1","0.2","0.2","0.2"
"Vagina","Cesar","0.2","0.2","0.2","0","0","0","0","0","0","0","0","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.3","0.3","0.3","0.3","0.3"
"Vagina","Chocó","0.5","0.5","0.5","0.5","0","0","0","0","0","0","0.4","0.4","0.4","0.4","0.4","0","0","0","0.4","0.4","0.4","0.4","0.4"
"Vagina","Córdoba","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.4","0.4","0.4","0.4","0.3","0.2","0.3","0.2","0.2","0.2","0.3","0.3","0.3"
"Vagina","Cundinamarca","0.1","0.1","0.1","0.1","0.2","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.1","0.1","0.1","0.1","0.1","0.1","0.1"
"Vagina","Huila","0.2","0.3","0.3","0.3","0.3","0.3","0.2","0.2","0.2","0.2","0.2","0.3","0.4","0.4","0.4","0.4","0.4","0.3","0.2","0.2","0.3","0.3","0.3"
"Vagina","La Guajira","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0.2","0.2","0.2","0.2","0","0","0"
"Vagina","Magdalena","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0","0","0"
"Vagina","Meta","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.3","0.4"
"Vagina","Nariño","0.1","0.1","0.3","0.3","0.2","0.3","0.3","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.1","0.1","0.1"
"Vagina","Norte de Santander","0","0.2","0.2","0.2","0.2","0.3","0.3","0.3","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.4","0.3","0.3","0.4","0.4","0.4","0.4","0.4"
"Vagina","Putumayo","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vagina","Quindio","0.4","0.4","0.4","0.6","0.6","0.7","0.7","0.7","0.7","0.6","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.5","0.5","0.6","0.5","0.5","0.5"
"Vagina","Risaralda","0.2","0.2","0.2","0.4","0.4","0.3","0.3","0.4","0.3","0.3","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.5","0.5","0.5","0.5","0.5","0.4"
"Vagina","Santander","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.3"
"Vagina","Sucre","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0","0","0","0","0","0","0","0","0.2","0.2","0.2","0.2","0.2","0.2"
"Vagina","Tolima","0.3","0.2","0.2","0.2","0.2","0.2","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.3","0.3","0.3","0.3","0.3","0.1","0.1","0.1","0.1"
"Vagina","Valle del Cauca","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.3","0.2","0.2","0.2","0.2","0.2","0.2","0.2"
"Vagina","Vaupés","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vagina","Vichada","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cuerpo uterino","Amazonas","0","0","0","0","3.1","3.1","3.1","3.1","3.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cuerpo uterino","Antioquia","0.9","0.9","0.9","0.9","1","0.9","0.8","0.8","0.7","0.7","0.7","0.7","0.7","0.8","0.8","0.9","1","1.1","1.3","1.5","1.6","1.6","1.8"
"Cuerpo uterino","Arauca","2.5","2.5","2","1.9","1.9","0.9","1.8","1.8","2.2","2.2","2.2","1.3","1.6","1.6","1.2","1.2","0.8","0.8","0.8","1.5","1.5","1.5","1.5"
"Cuerpo uterino","Archipiélago de San Andrés. Providencia","3","3","4.4","3.9","3.9","4.3","3.8","2.9","2.8","2.8","2.8","2.7","2.7","2.7","2.7","2.7","2.6","2.6","2.6","3.4","3.2","3.4","3.8"
"Cuerpo uterino","Atlántico","0.7","0.6","0.6","0.4","0.4","0.3","0.4","0.5","0.5","0.6","0.5","0.5","0.5","0.5","0.6","0.7","0.8","0.8","0.9","0.9","1","1.1","1.1"
"Cuerpo uterino","Bogotá D.C","1.1","1.2","1.2","1.1","1.1","1.2","1.3","1.2","1.2","1.3","1.4","1.5","1.6","1.8","1.9","1.9","2","2.2","2.2","2.5","2.6","2.6","2.7"
"Cuerpo uterino","Bolívar","0.5","0.6","0.5","0.5","0.4","0.6","0.5","0.5","0.5","0.6","0.4","0.4","0.4","0.5","0.4","0.5","0.6","0.6","0.7","0.7","0.7","0.6","0.6"
"Cuerpo uterino","Boyacá","1","0.8","0.7","0.9","0.9","0.8","1","1.1","0.8","0.7","0.9","0.9","0.9","1.2","1.3","1.3","1.1","1.3","1.2","1.5","1.6","1.8","2"
"Cuerpo uterino","Caldas","1.6","1.4","1.5","1.6","1.4","1.3","1.3","1.3","1.2","1.5","1.4","1.6","1.6","1.8","1.9","2.3","2.4","2.8","2.9","3","3","3.1","3"
"Cuerpo uterino","Caquetá","0","1","1","0.8","0.8","0.7","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.7","0.8","0.9","1.2"
"Cuerpo uterino","Casanare","0","0","0","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0","0","0","0","0","0","1.1","1.1","0.8","0.7","0.7","0.5"
"Cuerpo uterino","Cauca","0.2","0.3","0.5","0.5","0.6","0.6","0.6","0.4","0.4","0.6","0.5","0.6","0.6","0.6","0.6","0.6","0.7","0.9","1","1.3","1.3","1.4","1.4"
"Cuerpo uterino","Cesar","0.2","0.4","0.4","0.3","0.3","0.3","0.6","0.6","0.5","0.4","0.4","0.3","0.3","0.4","0.5","0.5","0.5","0.5","0.4","0.4","0.5","0.4","0.4"
"Cuerpo uterino","Chocó","0.5","0.6","0.6","0.6","0.6","0.6","0.4","0.4","0.4","0","0","0.4","0.4","0.4","0.8","0.7","0.8","0.8","0.8","0.6","0.8","0.8","0.8"
"Cuerpo uterino","Córdoba","0.5","0.5","0.5","0.4","0.3","0.3","0.2","0.4","0.3","0.3","0.3","0.3","0.2","0.2","0.2","0.2","0.3","0.4","0.4","0.5","0.7","0.6","0.7"
"Cuerpo uterino","Cundinamarca","0.8","0.8","0.9","0.8","0.8","0.8","0.7","0.6","0.6","0.7","0.8","0.8","1","1","0.9","1.1","1.2","1.2","1.3","1.5","1.5","1.6","1.8"
"Cuerpo uterino","Guainía","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cuerpo uterino","Guaviare","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1.9","1.9","1.9","1.9","1.9","1.8","1.8","1.8"
"Cuerpo uterino","Huila","1.4","1.3","1.3","1.2","1.1","1.1","1","1","0.9","0.9","1","1.1","1","1.1","1.1","1","1.1","1.3","1.4","1.5","1.7","1.7","1.8"
"Cuerpo uterino","La Guajira","0","0.7","0.7","0.5","0.4","0.4","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0","0.2","0.2","0.3","0.3","0.4","0.5","0.6"
"Cuerpo uterino","Magdalena","0.2","0.3","0.3","0.3","0.4","0.4","0.4","0.4","0.5","0.5","0.6","0.5","0.4","0.4","0.4","0.3","0.5","0.5","0.5","0.6","0.7","0.6","0.8"
"Cuerpo uterino","Meta","0.3","0.4","0.4","0.5","0.6","0.5","0.5","0.6","0.6","0.6","0.6","0.5","0.4","0.4","0.4","0.6","0.6","0.6","0.7","0.9","1","1.1","1.3"
"Cuerpo uterino","Nariño","0.4","0.3","0.3","0.2","0.4","0.4","0.4","0.6","0.5","0.5","0.4","0.4","0.3","0.4","0.5","0.6","0.7","0.7","0.7","0.8","0.9","0.9","1"
"Cuerpo uterino","Norte de Santander","0.4","0.5","0.5","0.4","0.5","1.2","1.2","1.2","1.6","1.7","1","0.8","0.7","0.7","0.6","0.6","0.8","0.8","0.9","1","1.2","1.2","1.4"
"Cuerpo uterino","Putumayo","0","0","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.6","0.6","0.8","0.8","0.8","0.9","0.9","0.6","0.6","0.6"
"Ureter","Córdoba","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cuerpo uterino","Quindio","1.1","1.1","1.1","1.1","1","1","0.9","1","0.7","0.6","1","0.8","1.1","1.3","1.7","1.8","1.8","1.8","1.9","1.7","1.6","1.8","1.7"
"Cuerpo uterino","Risaralda","1.2","1.3","1.5","1.5","1.4","1.5","1.5","1.2","1.3","1.2","1.3","1.1","1.4","1.1","1.2","1.3","1.7","1.5","2","2.2","2.2","2.1","2.3"
"Cuerpo uterino","Santander","0.8","0.7","0.8","0.8","0.7","1","1.2","1.2","1","1.1","0.9","0.7","0.8","1","0.9","0.9","1.1","1.2","1.4","1.7","1.8","1.8","2"
"Cuerpo uterino","Sucre","0.3","0.3","0.6","0.8","0.8","1.1","0.8","0.6","0.4","0.4","0.4","0.5","0.5","0.5","0.4","0.4","0.4","0.6","0.6","0.6","0.6","0.7","0.5"
"Cuerpo uterino","Tolima","0.7","0.7","0.7","0.7","0.8","0.7","0.8","0.8","0.7","0.7","0.7","0.7","0.6","0.8","0.8","0.8","0.9","1.1","1.2","1.4","1.5","1.7","1.6"
"Cuerpo uterino","Valle del Cauca","1.2","1.3","1.2","1.1","1","1","0.9","1","0.9","0.9","0.9","1","1.1","1.1","1.2","1.3","1.3","1.4","1.7","1.9","2","2.1","2.2"
"Cuerpo uterino","Vaupés","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cuerpo uterino","Vichada","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.7","2.7","2.7","2.7","2.7"
"Otros Órganos genitales femeninos","Amazonas","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.6","2.6","2.6","2.6","2.6"
"Otros Órganos genitales femeninos","Antioquia","0.1","0.1","0.1","0.1","0","0","0.1","0.1","0.1","0.1","0.1","0","0","0","0","0","0","0","0.1","0.1","0.1","0.1","0.1"
"Otros Órganos genitales femeninos","Arauca","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0","0"
"Otros Órganos genitales femeninos","Archipiélago de San Andrés, Providencia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Otros Órganos genitales femeninos","Atlántico","0","0","0.1","0.1","0.1","0.1","0.1","0","0","0","0","0","0","0.1","0.1","0.2","0.2","0.1","0.1","0.1","0.1","0.1","0.1"
"Otros Órganos genitales femeninos","Bogotá D.C","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.1","0.2","0.1","0.1","0.2","0.2"
"Otros Órganos genitales femeninos","Bolívar","0","0","0","0","0.2","0.2","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2"
"Otros Órganos genitales femeninos","Boyacá","0","0","0","0.2","0.3","0.3","0.3","0.3","0.3","0.2","0.2","0.2","0.2","0","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2"
"Otros Órganos genitales femeninos","Caldas","0.4","0.4","0.4","1","0.7","0.7","0.5","0.5","0.3","0.3","0.3","0.3","0.3","0.4","0.3","0.3","0.3","0.2","0.2","0.2","0.2","0.2","0.2"
"Otros Órganos genitales femeninos","Caquetá","0","0","0","0","0","0","0","0","0","0.9","0.9","0.7","0.7","0.7","0.7","0.7","0.9","0.9","0.9","0","0","0","0"
"Otros Órganos genitales femeninos","Casanare","0","0.8","0.8","0.8","0.8","0.8","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0","0","0","0","0.6","0.6","0.6","0.6","0.6","0"
"Otros Órganos genitales femeninos","Cauca","0","0","0.3","0.2","0.2","0.2","0.2","0.2","0","0","0","0","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.1","0.1","0.1"
"Otros Órganos genitales femeninos","Cesar","0.2","0.2","0.2","0","0","0","0","0","0","0","0","0.2","0.2","0.2","0.3","0.3","0.3","0.3","0.4","0.4","0.3","0.2","0.2"
"Otros Órganos genitales femeninos","Chocó","0.5","0.5","0.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4","0.4","0.4"
"Otros Órganos genitales femeninos","Córdoba","0.2","0.2","0.2","0.2","0.1","0","0","0","0","0","0","0","0","0.1","0.1","0.1","0.2","0.1","0.1","0.2","0.2","0.1","0"
"Otros Órganos genitales femeninos","Cundinamarca","0","0.1","0.2","0.2","0.2","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.1","0.1","0.1","0.1"
"Otros Órganos genitales femeninos","Guainía","0","6.7","6.7","6.7","6.7","6.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Otros Órganos genitales femeninos","Guaviare","0","0","0","0","0","2.3","2.3","2.3","2.3","2.3","0","0","2","2","2","2","2","1.9","1.9","1.9","0","0","0"
"Otros Órganos genitales femeninos","Huila","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.3","0.4","0.4","0.3","0.2","0.2","0.2","0.2","0.2","0.2"
"Otros Órganos genitales femeninos","La Guajira","0","0","0","0","0","0","0","0","0","0","0","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0","0","0","0"
"Otros Órganos genitales femeninos","Magdalena","0","0.2","0.2","0.2","0.2","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0.2","0.2","0.2"
"Otros Órganos genitales femeninos","Meta","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0","0"
"Otros Órganos genitales femeninos","Nariño","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0","0","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.1"
"Otros Órganos genitales femeninos","Norte de Santander","0","0","0","0","0","0","0.2","0.2","0.2","0.2","0.2","0","0.3","0.3","0.3","0.3","0.3","0.2","0.2","0.1","0.1","0.1","0.1"
"Otros Órganos genitales femeninos","Putumayo","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6","0.6","0.6","0.6","0.6"
"Otros Órganos genitales femeninos","Quindio","0.4","0.6","0.6","0.6","0.6","0.8","0","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.5","0.5","0.5","0.5","0.5","0.3","0.3"
"Otros Órganos genitales femeninos","Risaralda","0","0","0.2","0.2","0.2","0.2","0.2","0","0.2","0.2","0.3","0.3","0.4","0.4","0.3","0.4","0.4","0.4","0.4","0.4","0.3","0.3","0.2"
"Otros Órganos genitales femeninos","Santander","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0","0","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.1","0.1"
"Otros Órganos genitales femeninos","Sucre","0","0","0","0","0","0","0","0","0","0.3","0.3","0.3","0.3","0.3","0","0","0","0","0","0","0.2","0.2","0.2"
"Otros Órganos genitales femeninos","Tolima","0.2","0.2","0.2","0.2","0.2","0.2","0.1","0.2","0.2","0.2","0.2","0.2","0.1","0.1","0.2","0.2","0.2","0.2","0.3","0.3","0.3","0.3","0.4"
"Otros Órganos genitales femeninos","Valle del Cauca","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1"
"Otros Órganos genitales femeninos","Vaupés","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Otros Órganos genitales femeninos","Vichada","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pelvis renal","Amazonas","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Riñon","Amazonas","0","0","0","0","0","0","1.5","1.5","1.5","1.5","1.5","0","0","1.4","1.4","1.4","1.3","1.3","1.3","1.3","1.3","0","0"
"Riñon","Antioquia","0.9","0.9","0.9","0.9","0.9","1","1.1","1.2","1.2","1.2","1.2","1.2","1.2","1.3","1.3","1.3","1.4","1.5","1.7","1.8","1.8","1.8","1.8"
"Riñon","Arauca","1","1","0.7","0.7","0.8","0.7","0.8","0.9","0.9","0.9","0.8","0.7","0.7","0.6","0.5","0.4","0.5","0.5","0.5","0.5","0.5","0.5","0.5"
"Riñon","Archipiélago de San Andrés, Providencia","0","0","1.5","1.5","1.5","1.5","1.5","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","0","1.3","1.3","1.7","1.7","1.7","1.9"
"Riñon","Atlántico","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.9","0.9","0.8","0.9","0.9","0.8","0.8","1","1","1.2","1.2","1.2","1.2","1.3","1.3","1.4"
"Riñon","Bogotá D.C","0.8","0.9","0.8","0.8","0.8","0.8","0.8","0.9","0.9","1","1","1","1.1","1.2","1.2","1.3","1.3","1.3","1.3","1.4","1.4","1.4","1.4"
"Riñon","Bolívar","0.4","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.5","0.6","0.5","0.6","0.6","0.6","0.5","0.5","0.5","0.6","0.6","0.6","0.7","0.8"
"Riñon","Boyacá","0.6","0.5","0.4","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.6","0.7","0.8","0.8","0.8","0.7","0.7","0.6","0.6","0.7","0.8","0.9"
"Riñon","Caldas","0.9","0.8","0.9","0.8","0.8","0.9","1","0.9","0.9","1","1","1.2","1.2","1.3","1.4","1.6","1.6","1.6","1.8","1.8","1.7","1.7","1.9"
"Riñon","Caquetá","0.6","0.6","0.6","0.7","0.6","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.5","0.6","0.5","0.5","0.5","0.4"
"Riñon","Casanare","0.4","0.4","0.4","0.5","0.6","0.5","0.6","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.4","0.5","0.5","0.8","0.9","1","1","1.1","0.9"
"Riñon","Cauca","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.4","0.5","0.5","0.6","0.7","0.8","0.8","0.8","0.7","0.6","0.5","0.6"
"Riñon","Cesar","0.2","0.2","0.2","0.2","0.2","0.3","0.3","0.3","0.2","0.3","0.3","0.3","0.4","0.5","0.4","0.4","0.4","0.4","0.5","0.6","0.6","0.6","0.7"
"Riñon","Chocó","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.4","0.4","0.4","0.3","0.4","0.3","0.3","0.4","0.5","0.3","0.3","0.3","0.3"
"Riñon","Córdoba","0.3","0.3","0.3","0.3","0.3","0.4","0.5","0.5","0.4","0.4","0.4","0.3","0.3","0.3","0.4","0.4","0.4","0.4","0.4","0.4","0.5","0.5","0.6"
"Riñon","Cundinamarca","0.3","0.3","0.3","0.3","0.4","0.5","0.5","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.8","1","1.1","1.1","1.2"
"Riñon","Guainía","3.3","3.3","3.3","3.3","3.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Riñon","Guaviare","0","0","0","0","3.2","3.2","2.1","2.1","2.1","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Riñon","Huila","0.4","0.4","0.5","0.6","0.6","0.7","0.7","0.5","0.5","0.5","0.4","0.5","0.6","0.6","0.6","0.7","0.8","0.7","0.8","0.8","0.7","0.7","0.7"
"Riñon","La Guajira","0.4","0.3","0.3","0.3","0.4","0.3","0.4","0.5","0.5","0.5","0.4","0.4","0.4","0.3","0.4","0.4","0.4","0.3","0.3","0.3","0.3","0.2","0.3"
"Riñon","Magdalena","0.3","0.4","0.4","0.4","0.4","0.4","0.5","0.5","0.4","0.5","0.6","0.6","0.6","0.6","0.6","0.6","0.7","0.8","0.8","0.8","0.8","0.8","0.7"
"Riñon","Meta","0.5","0.5","0.5","0.5","0.4","0.5","0.5","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.7","0.7","0.6","0.6","0.8","0.8","0.7","0.8","0.9"
"Riñon","Nariño","0.5","0.4","0.4","0.4","0.4","0.3","0.3","0.3","0.4","0.4","0.4","0.4","0.4","0.3","0.3","0.4","0.4","0.4","0.6","0.6","0.6","0.6","0.6"
"Riñon","Norte de Santander","0.6","0.6","0.6","0.6","0.6","0.5","0.6","0.6","0.6","0.6","0.7","0.7","0.8","0.8","0.8","0.8","0.8","0.9","0.9","1","1.1","1.2","1.2"
"Riñon","Putumayo","0","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.5","0.5","0.6","0.6","0.8","0.5","0.5","0.4","0.5","0.5","0.6","0.6","0.6","0.6"
"Riñon","Quindio","0.8","0.8","0.9","0.9","1","1.1","1.2","1.1","1.3","1.2","1.2","1","1.1","1.1","1.2","1.4","1.5","1.5","1.3","1.7","1.7","1.8","2"
"Riñon","Risaralda","0.7","0.9","1","1.1","1.2","1.4","1.4","1.5","1.5","1.4","1.4","1.6","1.5","1.5","1.7","1.6","1.6","1.7","1.9","2.1","2.2","2.2","2.3"
"Riñon","Santander","0.4","0.5","0.6","0.7","0.7","0.8","0.8","0.7","0.7","0.7","0.7","0.8","0.8","0.8","0.8","0.9","1","1.1","1.2","1.3","1.3","1.3","1.3"
"Riñon","Sucre","0.2","0.4","0.4","0.3","0.3","0.4","0.4","0.5","0.6","0.6","0.6","0.6","0.6","0.5","0.5","0.6","0.6","0.6","0.6","0.5","0.5","0.4","0.3"
"Riñon","Tolima","0.6","0.6","0.6","0.6","0.5","0.5","0.6","0.6","0.7","0.8","0.8","0.8","0.9","0.9","1","1","1.1","1.2","1.2","1.2","1.3","1.3","1.4"
"Riñon","Valle del Cauca","0.8","0.9","0.9","0.9","1","1.1","1.1","1.1","1.1","1","1","1","1.1","1.1","1.2","1.3","1.4","1.4","1.5","1.6","1.6","1.6","1.7"
"Riñon","Vaupés","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3","2.3","2.3","2.3","2.3","2.3","2.3","0","0"
